44.49 , 3d:8.52:3.43:-94.20 : 0:0:0 , 0:94.20 , 0:-3.43 , 0:-8.52 , 1:9.90 , 1:-7.76 , 1:1.41 , 2:-9.41 , 2:0.35 , 2:0.35 ,
44.55 , 3d:8.75:3.38:-94.81 : 0:0:0 , 0:94.81 , 0:-3.38 , 0:-8.75 , 1:12.80 , 1:-3.92 , 1:-2.96 , 2:-9.50 , 2:0.24 , 2:0.24 ,
44.56 , 3d:8.78:3.35:-94.91 : 0:0:0 , 0:94.91 , 0:-3.35 , 0:-8.78 , 1:12.54 , 1:-4.24 , 1:-3.77 , 2:-9.55 , 2:0.29 , 2:0.29 ,
44.56 , 3d:8.80:3.34:-94.95 : 0:0:0 , 0:94.95 , 0:-3.34 , 0:-8.80 , 1:12.28 , 1:-4.30 , 1:-4.01 , 2:-9.58 , 2:0.24 , 2:0.24 ,
44.56 , 3d:8.82:3.32:-95.01 : 0:0:0 , 0:95.01 , 0:-3.32 , 0:-8.82 , 1:12.73 , 1:-4.33 , 1:-4.07 , 2:-9.49 , 2:0.15 , 2:0.15 ,
44.57 , 3d:8.84:3.29:-95.10 : 0:0:0 , 0:95.10 , 0:-3.29 , 0:-8.84 , 1:13.81 , 1:-3.37 , 1:-4.04 , 2:-9.53 , 2:-0.09 , 2:-0.09 ,
44.58 , 3d:8.87:3.24:-95.29 : 0:0:0 , 0:95.29 , 0:-3.24 , 0:-8.87 , 1:15.51 , 1:-2.85 , 1:-3.02 , 2:-9.75 , 2:-0.14 , 2:-0.14 ,
44.59 , 3d:8.88:3.23:-95.36 : 0:0:0 , 0:95.36 , 0:-3.23 , 0:-8.88 , 1:15.38 , 1:-3.09 , 1:-3.25 , 2:-9.83 , 2:-0.13 , 2:-0.13 ,
44.59 , 3d:8.90:3.21:-95.44 : 0:0:0 , 0:95.44 , 0:-3.21 , 0:-8.90 , 1:15.29 , 1:-3.67 , 1:-3.57 , 2:-9.84 , 2:0.07 , 2:0.07 ,
44.60 , 3d:8.91:3.20:-95.48 : 0:0:0 , 0:95.48 , 0:-3.20 , 0:-8.91 , 1:15.09 , 1:-4.43 , 1:-3.71 , 2:-9.90 , 2:0.06 , 2:0.06 ,
44.62 , 3d:9.13:3.08:-95.89 : 0:0:0 , 0:95.89 , 0:-3.08 , 0:-9.13 , 1:10.15 , 1:-9.29 , 1:-2.81 , 2:-9.88 , 2:0.39 , 2:0.39 ,
44.63 , 3d:9.18:3.06:-95.94 : 0:0:0 , 0:95.94 , 0:-3.06 , 0:-9.18 , 1:8.64 , 1:-9.24 , 1:-2.43 , 2:-9.81 , 2:0.28 , 2:0.28 ,
44.63 , 3d:9.22:3.05:-95.98 : 0:0:0 , 0:95.98 , 0:-3.05 , 0:-9.22 , 1:8.19 , 1:-9.14 , 1:-1.83 , 2:-9.78 , 2:0.10 , 2:0.10 ,
44.64 , 3d:9.28:3.03:-96.04 : 0:0:0 , 0:96.04 , 0:-3.03 , 0:-9.28 , 1:8.28 , 1:-9.53 , 1:-1.20 , 2:-9.71 , 2:-0.04 , 2:-0.04 ,
44.64 , 3d:9.31:3.02:-96.06 : 0:0:0 , 0:96.06 , 0:-3.02 , 0:-9.31 , 1:7.98 , 1:-9.43 , 1:-0.90 , 2:-9.63 , 2:-0.09 , 2:-0.09 ,
44.67 , 3d:9.47:2.98:-96.25 : 0:0:0 , 0:96.25 , 0:-2.98 , 0:-9.47 , 1:5.67 , 1:-4.27 , 1:-2.26 , 2:-9.62 , 2:-0.08 , 2:-0.08 ,
44.68 , 3d:9.50:2.95:-96.30 : 0:0:0 , 0:96.30 , 0:-2.95 , 0:-9.50 , 1:5.17 , 1:-2.80 , 1:-3.08 , 2:-9.55 , 2:0.01 , 2:0.01 ,
44.68 , 3d:9.52:2.93:-96.33 : 0:0:0 , 0:96.33 , 0:-2.93 , 0:-9.52 , 1:4.96 , 1:-2.16 , 1:-3.20 , 2:-9.61 , 2:-0.07 , 2:-0.07 ,
44.69 , 3d:9.53:2.91:-96.37 : 0:0:0 , 0:96.37 , 0:-2.91 , 0:-9.53 , 1:4.70 , 1:-2.40 , 1:-2.88 , 2:-9.71 , 2:-0.11 , 2:-0.11 ,
44.72 , 3d:9.63:2.85:-96.51 : 0:0:0 , 0:96.51 , 0:-2.85 , 0:-9.63 , 1:3.03 , 1:-3.93 , 1:-0.52 , 2:-9.77 , 2:0.07 , 2:0.07 ,
44.77 , 3d:9.83:2.68:-96.61 : 0:0:0 , 0:96.61 , 0:-2.68 , 0:-9.83 , 1:-1.09 , 1:-3.79 , 1:-5.17 , 2:-9.56 , 2:0.01 , 2:0.01 ,
44.84 , 3d:9.97:2.40:-96.57 : 0:0:0 , 0:96.57 , 0:-2.40 , 0:-9.97 , 1:3.80 , 1:-4.01 , 1:-4.84 , 2:-9.62 , 2:-0.10 , 2:-0.10 ,
44.87 , 3d:9.92:2.24:-96.54 : 0:0:0 , 0:96.54 , 0:-2.24 , 0:-9.92 , 1:-2.56 , 1:2.97 , 1:-4.35 , 2:-9.49 , 2:-0.04 , 2:-0.04 ,
44.93 , 3d:9.91:2.21:-96.45 : 0:0:0 , 0:96.45 , 0:-2.21 , 0:-9.91 , 1:1.73 , 1:-0.16 , 1:-2.32 , 2:-9.39 , 2:-0.21 , 2:-0.21 ,
44.96 , 3d:9.89:2.06:-96.58 : 0:0:0 , 0:96.58 , 0:-2.06 , 0:-9.89 , 1:7.96 , 1:-0.82 , 1:-6.03 , 2:-9.72 , 2:-0.17 , 2:-0.17 ,
44.97 , 3d:9.89:2.03:-96.63 : 0:0:0 , 0:96.63 , 0:-2.03 , 0:-9.89 , 1:8.36 , 1:-1.09 , 1:-5.60 , 2:-9.76 , 2:-0.10 , 2:-0.10 ,
44.98 , 3d:9.89:1.96:-96.73 : 0:0:0 , 0:96.73 , 0:-1.96 , 0:-9.89 , 1:6.82 , 1:-0.08 , 1:-4.69 , 2:-9.65 , 2:-0.04 , 2:-0.04 ,
45.00 , 3d:9.90:1.88:-96.91 : 0:0:0 , 0:96.91 , 0:-1.88 , 0:-9.90 , 1:9.14 , 1:-2.18 , 1:-2.79 , 2:-9.68 , 2:-0.21 , 2:-0.21 ,
45.01 , 3d:9.91:1.87:-96.96 : 0:0:0 , 0:96.96 , 0:-1.87 , 0:-9.91 , 1:9.73 , 1:-2.69 , 1:-2.64 , 2:-9.68 , 2:-0.12 , 2:-0.12 ,
45.01 , 3d:9.92:1.86:-96.99 : 0:0:0 , 0:96.99 , 0:-1.86 , 0:-9.92 , 1:10.24 , 1:-2.62 , 1:-2.38 , 2:-9.61 , 2:-0.11 , 2:-0.11 ,
45.01 , 3d:9.93:1.85:-97.02 : 0:0:0 , 0:97.02 , 0:-1.85 , 0:-9.93 , 1:10.38 , 1:-2.69 , 1:-2.59 , 2:-9.59 , 2:-0.06 , 2:-0.06 ,
45.02 , 3d:9.94:1.84:-97.08 : 0:0:0 , 0:97.08 , 0:-1.84 , 0:-9.94 , 1:10.80 , 1:-2.79 , 1:-2.03 , 2:-9.48 , 2:-0.09 , 2:-0.09 ,
45.02 , 3d:9.95:1.82:-97.13 : 0:0:0 , 0:97.13 , 0:-1.82 , 0:-9.95 , 1:11.14 , 1:-2.56 , 1:-1.97 , 2:-9.51 , 2:-0.07 , 2:-0.07 ,
45.03 , 3d:9.96:1.82:-97.17 : 0:0:0 , 0:97.17 , 0:-1.82 , 0:-9.96 , 1:11.51 , 1:-2.37 , 1:-2.04 , 2:-9.44 , 2:-0.08 , 2:-0.08 ,
45.03 , 3d:9.96:1.81:-97.20 : 0:0:0 , 0:97.20 , 0:-1.81 , 0:-9.96 , 1:12.13 , 1:-2.11 , 1:-1.72 , 2:-9.55 , 2:-0.12 , 2:-0.12 ,
45.03 , 3d:9.97:1.80:-97.24 : 0:0:0 , 0:97.24 , 0:-1.80 , 0:-9.97 , 1:12.96 , 1:-1.79 , 1:-1.85 , 2:-9.49 , 2:-0.27 , 2:-0.27 ,
45.06 , 3d:10.00:1.76:-97.64 : 0:0:0 , 0:97.64 , 0:-1.76 , 0:-10.00 , 1:21.76 , 1:-2.14 , 1:-2.78 , 2:-9.43 , 2:-0.31 , 2:-0.31 ,
45.06 , 3d:10.01:1.74:-97.74 : 0:0:0 , 0:97.74 , 0:-1.74 , 0:-10.01 , 1:23.11 , 1:-2.36 , 1:-3.28 , 2:-9.43 , 2:-0.25 , 2:-0.25 ,
45.06 , 3d:10.02:1.73:-97.86 : 0:0:0 , 0:97.86 , 0:-1.73 , 0:-10.02 , 1:24.67 , 1:-2.50 , 1:-3.98 , 2:-9.57 , 2:-0.15 , 2:-0.15 ,
45.07 , 3d:10.03:1.69:-98.02 : 0:0:0 , 0:98.02 , 0:-1.69 , 0:-10.03 , 1:25.98 , 1:-2.97 , 1:-4.72 , 2:-9.54 , 2:-0.16 , 2:-0.16 ,
45.09 , 3d:10.12:1.58:-98.48 : 0:0:0 , 0:98.48 , 0:-1.58 , 0:-10.12 , 1:31.20 , 1:-9.14 , 1:-6.88 , 2:-9.56 , 2:-0.23 , 2:-0.23 ,
45.12 , 3d:10.36:1.43:-99.37 : 0:0:0 , 0:99.37 , 0:-1.43 , 0:-10.36 , 1:30.85 , 1:-6.80 , 1:1.59 , 2:-9.38 , 2:0.05 , 2:0.05 ,
45.12 , 3d:10.39:1.45:-99.66 : 0:0:0 , 0:99.66 , 0:-1.45 , 0:-10.39 , 1:30.53 , 1:-1.09 , 1:1.94 , 2:-9.36 , 2:0.07 , 2:0.07 ,
45.13 , 3d:10.40:1.45:-99.81 : 0:0:0 , 0:99.81 , 0:-1.45 , 0:-10.40 , 1:32.77 , 1:-1.41 , 1:1.86 , 2:-9.41 , 2:-0.02 , 2:-0.02 ,
45.13 , 3d:10.41:1.46:-99.97 : 0:0:0 , 0:99.97 , 0:-1.46 , 0:-10.41 , 1:31.75 , 1:-0.77 , 1:2.41 , 2:-9.37 , 2:0.08 , 2:0.08 ,
45.14 , 3d:10.40:1.48:-100.11 : 0:0:0 , 0:100.11 , 0:-1.48 , 0:-10.40 , 1:28.86 , 1:1.58 , 1:3.44 , 2:-9.46 , 2:0.16 , 2:0.16 ,
45.14 , 3d:10.40:1.49:-100.19 : 0:0:0 , 0:100.19 , 0:-1.49 , 0:-10.40 , 1:26.54 , 1:2.92 , 1:4.12 , 2:-9.55 , 2:0.14 , 2:0.14 ,
45.16 , 3d:10.28:1.72:-100.69 : 0:0:0 , 0:100.69 , 0:-1.72 , 0:-10.28 , 1:19.28 , 1:10.34 , 1:13.85 , 2:-9.59 , 2:0.23 , 2:0.23 ,
45.17 , 3d:10.21:1.85:-100.82 : 0:0:0 , 0:100.82 , 0:-1.85 , 0:-10.21 , 1:16.36 , 1:13.72 , 1:14.73 , 2:-9.65 , 2:0.24 , 2:0.24 ,
45.18 , 3d:10.15:1.93:-100.89 : 0:0:0 , 0:100.89 , 0:-1.93 , 0:-10.15 , 1:13.61 , 1:16.31 , 1:13.79 , 2:-9.71 , 2:0.16 , 2:0.16 ,
45.19 , 3d:10.00:2.08:-100.98 : 0:0:0 , 0:100.98 , 0:-2.08 , 0:-10.00 , 1:8.97 , 1:18.73 , 1:11.65 , 2:-9.70 , 2:-0.08 , 2:-0.08 ,
45.19 , 3d:9.92:2.15:-101.02 : 0:0:0 , 0:101.02 , 0:-2.15 , 0:-9.92 , 1:8.94 , 1:18.34 , 1:10.55 , 2:-9.71 , 2:-0.12 , 2:-0.12 ,
45.21 , 3d:9.62:2.36:-101.28 : 0:0:0 , 0:101.28 , 0:-2.36 , 0:-9.62 , 1:16.16 , 1:15.66 , 1:4.76 , 2:-9.63 , 2:-0.40 , 2:-0.40 ,
45.22 , 3d:9.48:2.42:-101.44 : 0:0:0 , 0:101.44 , 0:-2.42 , 0:-9.48 , 1:19.20 , 1:14.56 , 1:2.57 , 2:-9.78 , 2:-0.29 , 2:-0.29 ,
45.22 , 3d:9.44:2.43:-101.50 : 0:0:0 , 0:101.50 , 0:-2.43 , 0:-9.44 , 1:19.52 , 1:13.70 , 1:0.99 , 2:-9.81 , 2:-0.22 , 2:-0.22 ,
45.24 , 3d:9.27:2.44:-101.78 : 0:0:0 , 0:101.78 , 0:-2.44 , 0:-9.27 , 1:20.44 , 1:9.89 , 1:-4.61 , 2:-9.79 , 2:0.06 , 2:0.06 ,
45.27 , 3d:8.92:2.15:-102.47 : 0:0:0 , 0:102.47 , 0:-2.15 , 0:-8.92 , 1:21.35 , 1:9.23 , 1:-13.69 , 2:-9.57 , 2:0.31 , 2:0.31 ,
45.28 , 3d:8.84:2.08:-102.60 : 0:0:0 , 0:102.60 , 0:-2.08 , 0:-8.84 , 1:19.87 , 1:10.48 , 1:-13.68 , 2:-9.58 , 2:0.39 , 2:0.39 ,
45.29 , 3d:8.73:1.99:-102.74 : 0:0:0 , 0:102.74 , 0:-1.99 , 0:-8.73 , 1:17.47 , 1:10.80 , 1:-12.47 , 2:-9.66 , 2:0.49 , 2:0.49 ,
45.29 , 3d:8.69:1.97:-102.79 : 0:0:0 , 0:102.79 , 0:-1.97 , 0:-8.69 , 1:16.65 , 1:10.21 , 1:-11.85 , 2:-9.74 , 2:0.53 , 2:0.53 ,
45.29 , 3d:8.65:1.94:-102.84 : 0:0:0 , 0:102.84 , 0:-1.94 , 0:-8.65 , 1:15.95 , 1:9.35 , 1:-10.87 , 2:-9.75 , 2:0.52 , 2:0.52 ,
45.30 , 3d:8.60:1.90:-102.91 : 0:0:0 , 0:102.91 , 0:-1.90 , 0:-8.60 , 1:14.51 , 1:7.95 , 1:-9.04 , 2:-9.82 , 2:0.57 , 2:0.57 ,
45.30 , 3d:8.57:1.88:-102.96 : 0:0:0 , 0:102.96 , 0:-1.88 , 0:-8.57 , 1:13.15 , 1:7.32 , 1:-8.00 , 2:-9.84 , 2:0.58 , 2:0.58 ,
45.31 , 3d:8.48:1.85:-103.09 : 0:0:0 , 0:103.09 , 0:-1.85 , 0:-8.48 , 1:8.41 , 1:5.86 , 1:-1.60 , 2:-9.83 , 2:0.41 , 2:0.41 ,
45.32 , 3d:8.46:1.85:-103.11 : 0:0:0 , 0:103.11 , 0:-1.85 , 0:-8.46 , 1:7.66 , 1:6.07 , 1:0.03 , 2:-9.74 , 2:0.37 , 2:0.37 ,
45.32 , 3d:8.44:1.86:-103.14 : 0:0:0 , 0:103.14 , 0:-1.86 , 0:-8.44 , 1:6.65 , 1:6.42 , 1:1.71 , 2:-9.72 , 2:0.22 , 2:0.22 ,
45.32 , 3d:8.42:1.87:-103.16 : 0:0:0 , 0:103.16 , 0:-1.87 , 0:-8.42 , 1:6.10 , 1:6.88 , 1:2.63 , 2:-9.67 , 2:0.15 , 2:0.15 ,
45.33 , 3d:8.40:1.89:-103.18 : 0:0:0 , 0:103.18 , 0:-1.89 , 0:-8.40 , 1:5.63 , 1:7.23 , 1:3.19 , 2:-9.66 , 2:0.14 , 2:0.14 ,
45.34 , 3d:8.35:1.93:-103.22 : 0:0:0 , 0:103.22 , 0:-1.93 , 0:-8.35 , 1:5.86 , 1:6.70 , 1:3.73 , 2:-9.61 , 2:-0.02 , 2:-0.02 ,
45.36 , 3d:8.25:1.97:-103.38 : 0:0:0 , 0:103.38 , 0:-1.97 , 0:-8.25 , 1:8.01 , 1:3.34 , 1:-2.23 , 2:-9.63 , 2:0.10 , 2:0.10 ,
45.36 , 3d:8.24:1.96:-103.42 : 0:0:0 , 0:103.42 , 0:-1.96 , 0:-8.24 , 1:7.20 , 1:2.85 , 1:-3.69 , 2:-9.63 , 2:0.07 , 2:0.07 ,
45.37 , 3d:8.22:1.95:-103.44 : 0:0:0 , 0:103.44 , 0:-1.95 , 0:-8.22 , 1:6.60 , 1:2.99 , 1:-4.76 , 2:-9.62 , 2:0.03 , 2:0.03 ,
45.38 , 3d:8.18:1.89:-103.50 : 0:0:0 , 0:103.50 , 0:-1.89 , 0:-8.18 , 1:5.52 , 1:1.82 , 1:-7.45 , 2:-9.68 , 2:-0.05 , 2:-0.05 ,
45.41 , 3d:8.14:1.66:-103.67 : 0:0:0 , 0:103.67 , 0:-1.66 , 0:-8.14 , 1:6.25 , 1:-2.18 , 1:-6.98 , 2:-9.51 , 2:0.01 , 2:0.01 ,
45.41 , 3d:8.15:1.63:-103.70 : 0:0:0 , 0:103.70 , 0:-1.63 , 0:-8.15 , 1:5.81 , 1:-1.43 , 1:-6.06 , 2:-9.55 , 2:-0.00 , 2:-0.00 ,
45.41 , 3d:8.14:1.60:-103.72 : 0:0:0 , 0:103.72 , 0:-1.60 , 0:-8.14 , 1:5.22 , 1:-0.34 , 1:-5.63 , 2:-9.46 , 2:0.02 , 2:0.02 ,
45.42 , 3d:8.13:1.57:-103.76 : 0:0:0 , 0:103.76 , 0:-1.57 , 0:-8.13 , 1:4.22 , 1:1.47 , 1:-4.11 , 2:-9.48 , 2:-0.05 , 2:-0.05 ,
45.43 , 3d:8.11:1.55:-103.78 : 0:0:0 , 0:103.78 , 0:-1.55 , 0:-8.11 , 1:3.29 , 1:2.66 , 1:-2.79 , 2:-9.53 , 2:-0.07 , 2:-0.07 ,
45.43 , 3d:8.09:1.54:-103.79 : 0:0:0 , 0:103.79 , 0:-1.54 , 0:-8.09 , 1:2.94 , 1:3.02 , 1:-2.24 , 2:-9.59 , 2:-0.10 , 2:-0.10 ,
45.46 , 3d:8.05:1.51:-103.87 : 0:0:0 , 0:103.87 , 0:-1.51 , 0:-8.05 , 1:2.31 , 1:-1.24 , 1:-1.48 , 2:-9.80 , 2:-0.01 , 2:-0.01 ,
45.48 , 3d:8.07:1.48:-103.90 : 0:0:0 , 0:103.90 , 0:-1.48 , 0:-8.07 , 1:2.16 , 1:-1.53 , 1:-0.81 , 2:-9.58 , 2:-0.14 , 2:-0.14 ,
45.51 , 3d:8.09:1.46:-104.10 : 0:0:0 , 0:104.10 , 0:-1.46 , 0:-8.09 , 1:10.38 , 1:-1.46 , 1:-0.82 , 2:-9.60 , 2:-0.21 , 2:-0.21 ,
45.53 , 3d:8.14:1.42:-104.28 : 0:0:0 , 0:104.28 , 0:-1.42 , 0:-8.14 , 1:12.62 , 1:-5.34 , 1:-0.81 , 2:-9.48 , 2:-0.03 , 2:-0.03 ,
45.53 , 3d:8.18:1.41:-104.37 : 0:0:0 , 0:104.37 , 0:-1.41 , 0:-8.18 , 1:14.47 , 1:-6.83 , 1:0.09 , 2:-9.32 , 2:0.03 , 2:0.03 ,
45.55 , 3d:8.27:1.42:-104.59 : 0:0:0 , 0:104.59 , 0:-1.42 , 0:-8.27 , 1:14.57 , 1:-3.56 , 1:2.52 , 2:-9.48 , 2:0.04 , 2:0.04 ,
45.55 , 3d:8.28:1.43:-104.65 : 0:0:0 , 0:104.65 , 0:-1.43 , 0:-8.28 , 1:13.20 , 1:-1.53 , 1:2.54 , 2:-9.72 , 2:0.09 , 2:0.09 ,
45.58 , 3d:8.18:1.43:-104.74 : 0:0:0 , 0:104.74 , 0:-1.43 , 0:-8.18 , 1:-0.28 , 1:3.28 , 1:-1.48 , 2:-9.75 , 2:-0.08 , 2:-0.08 ,
45.60 , 3d:8.16:1.43:-104.81 : 0:0:0 , 0:104.81 , 0:-1.43 , 0:-8.16 , 1:3.78 , 1:0.33 , 1:0.66 , 2:-9.96 , 2:-0.18 , 2:-0.18 ,
45.66 , 3d:8.18:1.50:-104.99 : 0:0:0 , 0:104.99 , 0:-1.50 , 0:-8.18 , 1:3.38 , 1:1.72 , 1:1.24 , 2:-9.59 , 2:-0.09 , 2:-0.09 ,
45.73 , 3d:8.07:1.45:-105.27 : 0:0:0 , 0:105.27 , 0:-1.45 , 0:-8.07 , 1:5.63 , 1:0.80 , 1:-3.43 , 2:-9.39 , 2:0.02 , 2:0.02 ,
45.80 , 3d:7.93:1.60:-105.39 : 0:0:0 , 0:105.39 , 0:-1.60 , 0:-7.93 , 1:2.51 , 1:5.02 , 1:4.35 , 2:-9.64 , 2:-0.21 , 2:-0.21 ,
45.83 , 3d:7.87:1.68:-105.48 : 0:0:0 , 0:105.48 , 0:-1.68 , 0:-7.87 , 1:2.38 , 1:1.61 , 1:0.09 , 2:-9.76 , 2:0.05 , 2:0.05 ,
45.83 , 3d:7.86:1.68:-105.49 : 0:0:0 , 0:105.49 , 0:-1.68 , 0:-7.86 , 1:2.28 , 1:1.55 , 1:-0.15 , 2:-9.71 , 2:0.04 , 2:0.04 ,
45.86 , 3d:7.81:1.73:-105.59 : 0:0:0 , 0:105.59 , 0:-1.73 , 0:-7.81 , 1:4.31 , 1:2.18 , 1:1.96 , 2:-9.85 , 2:-0.14 , 2:-0.14 ,
45.87 , 3d:7.81:1.76:-105.66 : 0:0:0 , 0:105.66 , 0:-1.76 , 0:-7.81 , 1:5.90 , 1:0.33 , 1:2.15 , 2:-9.77 , 2:-0.14 , 2:-0.14 ,
45.89 , 3d:7.82:1.80:-105.80 : 0:0:0 , 0:105.80 , 0:-1.80 , 0:-7.82 , 1:6.22 , 1:-0.56 , 1:1.56 , 2:-9.83 , 2:-0.00 , 2:-0.00 ,
45.92 , 3d:7.88:1.80:-105.93 : 0:0:0 , 0:105.93 , 0:-1.80 , 0:-7.88 , 1:4.35 , 1:-3.46 , 1:0.67 , 2:-9.61 , 2:0.29 , 2:0.29 ,
45.93 , 3d:7.92:1.80:-106.00 : 0:0:0 , 0:106.00 , 0:-1.80 , 0:-7.92 , 1:2.96 , 1:-1.00 , 1:0.17 , 2:-9.51 , 2:0.39 , 2:0.39 ,
45.97 , 3d:7.88:1.81:-106.03 : 0:0:0 , 0:106.03 , 0:-1.81 , 0:-7.88 , 1:1.92 , 1:1.35 , 1:0.08 , 2:-9.75 , 2:-0.01 , 2:-0.01 ,
45.99 , 3d:7.89:1.82:-106.10 : 0:0:0 , 0:106.10 , 0:-1.82 , 0:-7.89 , 1:3.09 , 1:-2.43 , 1:0.41 , 2:-9.69 , 2:0.14 , 2:0.14 ,
46.00 , 3d:7.92:1.81:-106.13 : 0:0:0 , 0:106.13 , 0:-1.81 , 0:-7.92 , 1:1.51 , 1:-0.39 , 1:-0.56 , 2:-9.47 , 2:0.09 , 2:0.09 ,
46.02 , 3d:7.91:1.81:-106.16 : 0:0:0 , 0:106.16 , 0:-1.81 , 0:-7.91 , 1:3.55 , 1:0.30 , 1:1.16 , 2:-9.74 , 2:-0.04 , 2:-0.04 ,
46.04 , 3d:7.97:1.86:-106.24 : 0:0:0 , 0:106.24 , 0:-1.86 , 0:-7.97 , 1:2.04 , 1:-3.20 , 1:3.28 , 2:-9.65 , 2:0.13 , 2:0.13 ,
46.05 , 3d:7.98:1.87:-106.24 : 0:0:0 , 0:106.24 , 0:-1.87 , 0:-7.98 , 1:1.44 , 1:-3.09 , 1:3.36 , 2:-9.64 , 2:0.16 , 2:0.16 ,
46.05 , 3d:7.99:1.88:-106.24 : 0:0:0 , 0:106.24 , 0:-1.88 , 0:-7.99 , 1:0.88 , 1:-2.25 , 1:3.41 , 2:-9.56 , 2:0.22 , 2:0.22 ,
46.05 , 3d:8.00:1.88:-106.25 : 0:0:0 , 0:106.25 , 0:-1.88 , 0:-8.00 , 1:0.13 , 1:-2.22 , 1:2.96 , 2:-9.53 , 2:0.21 , 2:0.21 ,
46.05 , 3d:8.01:1.89:-106.25 : 0:0:0 , 0:106.25 , 0:-1.89 , 0:-8.01 , 1:-0.54 , 1:-1.63 , 1:3.01 , 2:-9.55 , 2:0.20 , 2:0.20 ,
46.07 , 3d:8.02:1.92:-106.21 : 0:0:0 , 0:106.21 , 0:-1.92 , 0:-8.02 , 1:-3.70 , 1:0.76 , 1:2.31 , 2:-9.56 , 2:0.07 , 2:0.07 ,
46.07 , 3d:8.02:1.93:-106.20 : 0:0:0 , 0:106.20 , 0:-1.93 , 0:-8.02 , 1:-3.24 , 1:0.83 , 1:2.80 , 2:-9.47 , 2:0.02 , 2:0.02 ,
46.10 , 3d:8.04:2.01:-106.19 : 0:0:0 , 0:106.19 , 0:-2.01 , 0:-8.04 , 1:0.96 , 1:-1.32 , 1:2.73 , 2:-9.61 , 2:0.00 , 2:0.00 ,
46.10 , 3d:8.06:2.02:-106.19 : 0:0:0 , 0:106.19 , 0:-2.02 , 0:-8.06 , 1:0.42 , 1:-1.72 , 1:0.84 , 2:-9.70 , 2:0.15 , 2:0.15 ,
46.11 , 3d:8.07:2.01:-106.19 : 0:0:0 , 0:106.19 , 0:-2.01 , 0:-8.07 , 1:-0.08 , 1:-1.90 , 1:-0.09 , 2:-9.63 , 2:0.17 , 2:0.17 ,
46.12 , 3d:8.08:2.01:-106.19 : 0:0:0 , 0:106.19 , 0:-2.01 , 0:-8.08 , 1:-1.20 , 1:-1.01 , 1:-1.13 , 2:-9.53 , 2:0.22 , 2:0.22 ,
46.13 , 3d:8.07:1.98:-106.16 : 0:0:0 , 0:106.16 , 0:-1.98 , 0:-8.07 , 1:-2.37 , 1:0.37 , 1:-2.41 , 2:-9.55 , 2:0.03 , 2:0.03 ,
46.15 , 3d:8.07:1.94:-106.13 : 0:0:0 , 0:106.13 , 0:-1.94 , 0:-8.07 , 1:-1.95 , 1:-1.40 , 1:-3.46 , 2:-9.64 , 2:0.08 , 2:0.08 ,
46.15 , 3d:8.07:1.90:-106.11 : 0:0:0 , 0:106.11 , 0:-1.90 , 0:-8.07 , 1:-2.91 , 1:-2.36 , 1:-4.26 , 2:-9.63 , 2:0.21 , 2:0.21 ,
46.16 , 3d:8.08:1.89:-106.10 : 0:0:0 , 0:106.10 , 0:-1.89 , 0:-8.08 , 1:-3.69 , 1:-2.43 , 1:-4.27 , 2:-9.69 , 2:0.16 , 2:0.16 ,
46.16 , 3d:8.08:1.87:-106.09 : 0:0:0 , 0:106.09 , 0:-1.87 , 0:-8.08 , 1:-4.28 , 1:-2.25 , 1:-4.49 , 2:-9.70 , 2:0.16 , 2:0.16 ,
46.16 , 3d:8.08:1.85:-106.06 : 0:0:0 , 0:106.06 , 0:-1.85 , 0:-8.08 , 1:-5.75 , 1:-2.18 , 1:-4.90 , 2:-9.67 , 2:0.16 , 2:0.16 ,
46.17 , 3d:8.09:1.81:-106.02 : 0:0:0 , 0:106.02 , 0:-1.81 , 0:-8.09 , 1:-8.10 , 1:-1.70 , 1:-4.93 , 2:-9.76 , 2:0.12 , 2:0.12 ,
46.17 , 3d:8.09:1.80:-105.99 : 0:0:0 , 0:105.99 , 0:-1.80 , 0:-8.09 , 1:-9.41 , 1:-1.23 , 1:-5.31 , 2:-9.60 , 2:0.23 , 2:0.23 ,
46.18 , 3d:8.08:1.76:-105.92 : 0:0:0 , 0:105.92 , 0:-1.76 , 0:-8.08 , 1:-12.68 , 1:-0.79 , 1:-5.53 , 2:-9.71 , 2:0.26 , 2:0.26 ,
46.21 , 3d:8.02:1.56:-105.36 : 0:0:0 , 0:105.36 , 0:-1.56 , 0:-8.02 , 1:-29.30 , 1:0.91 , 1:-11.11 , 2:-9.83 , 2:0.51 , 2:0.51 ,
46.21 , 3d:8.01:1.52:-105.26 : 0:0:0 , 0:105.26 , 0:-1.52 , 0:-8.01 , 1:-31.98 , 1:1.05 , 1:-12.15 , 2:-9.76 , 2:0.51 , 2:0.51 ,
46.21 , 3d:8.00:1.48:-105.15 : 0:0:0 , 0:105.15 , 0:-1.48 , 0:-8.00 , 1:-34.95 , 1:1.44 , 1:-13.01 , 2:-9.75 , 2:0.55 , 2:0.55 ,
46.22 , 3d:7.96:1.40:-104.91 : 0:0:0 , 0:104.91 , 0:-1.40 , 0:-7.96 , 1:-40.88 , 1:2.79 , 1:-14.46 , 2:-9.79 , 2:0.39 , 2:0.39 ,
